Provider,PotentialFraud,InscClaimAmtReimbursed,DeductibleAmtPaid,AdmitForDays,NoOfMonths_PartACov,NoOfMonths_PartBCov,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,Age,WhetherDead,Gender_2,Race_2,Race_3,Race_5
PRV54783,0,20530,180.0,0.0,336,336,12,18,11,7,15,12,23,25,5,5,4,129380,26224,175600,50370,2123.0,0.0,21.0,1.0,0.0,0.0
PRV54784,0,1520,0.0,0.0,108,108,3,7,4,1,0,6,5,6,3,1,0,16120,3204,11730,5420,694.0,0.0,5.0,0.0,0.0,0.0
PRV54785,0,26330,2236.0,16.0,96,96,2,4,6,2,1,4,5,6,2,2,2,40470,4272,16440,5510,559.0,0.0,3.0,0.0,0.0,0.0
PRV54786,1,415900,3400.0,0.0,15720,15752,571,803,578,164,420,515,901,1011,411,374,136,5775640,570900,3317690,972760,98066.0,3.0,747.0,176.0,24.0,39.0
PRV54787,0,297820,24724.0,122.0,924,924,28,51,32,11,31,40,51,64,23,23,11,590650,61876,163030,44460,5623.0,1.0,46.0,3.0,2.0,4.0
PRV54789,0,30000,3204.0,16.0,36,36,1,2,2,0,1,0,2,3,1,2,2,61940,7476,590,470,225.0,0.0,0.0,0.0,0.0,0.0
PRV54790,0,3560,0.0,0.0,96,96,4,3,4,1,3,3,5,4,0,2,1,0,0,18630,5830,605.0,0.0,8.0,0.0,1.0,0.0
PRV54792,0,5390,60.0,0.0,264,252,8,8,7,4,5,11,12,15,9,5,1,51700,10680,49600,13730,1678.0,0.0,11.0,3.0,1.0,0.0
PRV54793,0,3820,0.0,0.0,120,120,1,5,1,0,1,2,6,0,3,1,1,46000,4272,8280,1530,678.0,0.0,9.0,0.0,5.0,0.0
PRV54794,0,450,0.0,0.0,36,36,0,2,0,0,0,2,2,3,0,0,0,0,0,4870,1180,226.0,0.0,2.0,0.0,0.0,0.0
PRV54795,0,7510,60.0,0.0,240,252,9,10,11,4,1,7,13,17,4,4,1,55000,12408,44080,13250,1673.0,0.0,13.0,1.0,2.0,0.0
PRV54796,0,1700,0.0,0.0,24,24,2,0,0,0,0,1,0,2,0,0,0,0,0,2350,1130,102.0,0.0,2.0,0.0,0.0,0.0
PRV54798,0,290,0.0,0.0,48,60,3,1,3,0,1,3,4,3,2,2,0,79400,1068,8400,1980,422.0,0.0,2.0,0.0,0.0,0.0
PRV54799,0,100,0.0,0.0,12,12,0,0,0,0,0,0,1,1,0,0,0,0,0,3790,200,67.0,0.0,0.0,0.0,0.0,0.0
PRV54800,0,500,0.0,0.0,24,24,0,0,0,0,0,1,1,2,0,0,0,0,0,1320,820,134.0,0.0,1.0,0.0,0.0,0.0
PRV54802,0,1770,0.0,0.0,204,204,8,9,7,1,3,7,11,14,5,5,2,12900,4004,38970,9940,1324.0,0.0,8.0,4.0,0.0,0.0
PRV54803,0,1880,0.0,0.0,36,36,0,1,0,0,0,0,0,3,1,0,0,0,0,3550,600,212.0,0.0,1.0,0.0,1.0,0.0
PRV54805,0,270,0.0,0.0,60,60,2,3,2,1,1,1,4,3,3,2,0,0,0,16110,4110,381.0,0.0,1.0,0.0,0.0,0.0
PRV54806,0,13300,510.0,0.0,900,900,25,36,23,2,8,31,51,57,23,18,11,246640,35508,123170,37280,5698.0,0.0,47.0,5.0,3.0,3.0
PRV54808,1,15140,110.0,0.0,384,372,16,20,10,5,11,14,21,26,7,7,4,77000,9544,81010,22090,2259.0,1.0,23.0,3.0,1.0,2.0
PRV54809,0,21170,160.0,0.0,660,660,16,32,22,7,12,21,34,43,14,11,5,186190,14952,149130,43850,4190.0,1.0,31.0,5.0,1.0,3.0
PRV54810,0,3800,40.0,0.0,72,84,2,5,2,1,2,3,3,6,4,0,2,16000,1068,25700,8260,501.0,0.0,4.0,1.0,0.0,0.0
PRV54812,0,156000,12816.0,82.0,144,144,4,11,7,2,4,7,11,10,4,7,0,189750,20156,12540,3750,934.0,0.0,8.0,2.0,0.0,0.0
PRV54813,0,300030,3680.0,0.0,12588,12623,432,626,450,145,363,440,761,802,321,305,82,3819770,468364,2501290,668854,79326.0,12.0,585.0,115.0,34.0,26.0
PRV54814,0,20790,210.0,0.0,984,979,33,51,33,12,27,38,63,66,27,27,10,425940,45924,151920,46460,5971.0,0.0,45.0,9.0,2.0,2.0
PRV54817,0,7000,1068.0,20.0,12,12,0,1,1,1,1,0,1,1,0,0,1,7000,1088,170,630,99.0,0.0,1.0,0.0,0.0,0.0
PRV54818,0,46000,5340.0,20.0,60,60,3,3,5,1,2,3,5,5,3,2,1,54350,8544,6400,1440,357.0,0.0,2.0,0.0,0.0,0.0
PRV54819,0,158110,22428.0,132.0,300,300,15,20,19,3,8,12,22,20,11,8,5,378220,47856,55940,9150,1895.0,0.0,18.0,4.0,2.0,0.0
PRV54820,0,12000,1068.0,3.0,0,12,0,1,1,0,0,1,1,1,1,1,0,24300,2136,400,790,97.0,0.0,1.0,0.0,0.0,0.0
PRV54821,0,39000,7476.0,39.0,84,84,2,5,3,2,2,3,4,3,2,2,1,93310,13884,10660,3530,526.0,0.0,5.0,0.0,0.0,2.0
PRV54822,1,136000,17088.0,114.0,192,192,8,12,9,5,7,7,11,14,7,5,1,226650,25496,40430,9920,1107.0,0.0,11.0,1.0,0.0,0.0
PRV54824,0,100000,10680.0,75.0,120,120,6,8,8,0,5,5,9,10,5,4,1,174190,21360,18200,4420,726.0,0.0,4.0,2.0,0.0,0.0
PRV54827,0,2570,0.0,0.0,204,204,8,7,5,0,7,7,10,9,9,7,1,70000,6408,41870,16420,1297.0,0.0,8.0,1.0,0.0,1.0
PRV54828,1,111610,3384.0,44.0,708,706,23,33,33,4,28,19,37,50,15,13,7,155960,19224,155180,52720,4207.0,0.0,42.0,1.0,0.0,4.0
PRV54829,0,21140,200.0,0.0,888,888,36,44,30,13,25,35,52,52,15,37,6,382990,56088,161430,48660,5663.0,0.0,40.0,0.0,3.0,1.0
PRV54830,0,13810,1068.0,9.0,132,127,3,3,2,2,3,3,6,7,3,3,1,13480,1068,12690,3270,814.0,0.0,8.0,0.0,2.0,0.0
PRV54831,0,34040,4272.0,18.0,204,204,5,10,7,1,9,5,12,13,5,5,1,83940,9612,38020,9650,1194.0,1.0,10.0,0.0,1.0,1.0
PRV54832,1,95240,5450.0,24.0,695,718,30,38,26,13,20,30,43,51,25,25,8,336170,32040,135030,42930,4420.0,1.0,39.0,4.0,3.0,1.0
PRV54833,0,19000,340.0,0.0,1020,1056,27,54,29,13,23,40,64,60,27,39,9,275220,45924,94510,34320,6165.0,0.0,40.0,1.0,16.0,9.0
PRV54834,0,59300,6608.0,21.0,192,186,7,11,8,0,7,8,11,14,5,5,1,174440,21224,41710,13290,1172.0,0.0,8.0,0.0,1.0,3.0
PRV54836,0,3400,30.0,0.0,96,96,2,5,4,1,1,2,4,4,3,2,1,22000,2136,7690,2480,574.0,0.0,5.0,0.0,0.0,1.0
PRV54837,1,524060,5600.0,0.0,21964,21811,694,930,631,256,424,684,1199,1321,514,537,165,5980050,631674,3918430,1113170,135638.0,20.0,1135.0,49.0,161.0,185.0
PRV54838,0,10800,170.0,0.0,684,696,37,33,19,6,12,19,40,38,27,12,7,199040,32040,76080,22450,4343.0,0.0,31.0,0.0,6.0,15.0
PRV54840,0,6520,0.0,0.0,312,312,14,16,14,4,7,7,21,23,5,6,6,205940,20292,100130,24430,1865.0,1.0,15.0,3.0,1.0,2.0
PRV54841,0,50250,3204.0,12.0,72,72,5,4,3,0,0,3,6,5,4,4,0,140080,8544,16140,7570,472.0,0.0,4.0,0.0,0.0,0.0
PRV54842,0,62420,3534.0,13.0,1548,1560,57,82,40,34,38,58,73,109,36,53,33,469590,42720,257210,67810,9700.0,1.0,54.0,3.0,4.0,11.0
PRV54845,1,100280,8884.0,72.0,480,492,16,27,17,10,14,20,28,35,8,14,7,374930,30428,54650,20930,2886.0,1.0,22.0,0.0,4.0,4.0
PRV54846,0,117930,9672.0,35.0,504,504,18,20,12,6,13,18,31,34,13,9,6,357580,46448,57020,17390,3080.0,0.0,29.0,2.0,5.0,1.0
PRV54847,0,128200,11960.0,74.0,3504,3511,111,144,100,45,75,121,206,227,66,91,14,976370,135636,432460,140960,20890.0,1.0,163.0,6.0,35.0,22.0
PRV54848,0,239270,24764.0,214.0,336,334,13,18,10,4,8,13,23,23,10,8,3,339760,37108,49370,14070,2070.0,0.0,13.0,0.0,2.0,4.0
PRV54849,0,1590,0.0,0.0,144,144,4,7,4,3,3,7,9,7,5,3,2,63570,7476,28630,5370,873.0,0.0,4.0,0.0,1.0,1.0
PRV54852,0,51420,450.0,0.0,2136,2136,81,115,80,13,51,91,136,125,66,62,23,634910,72624,408460,134150,13733.0,0.0,97.0,3.0,14.0,19.0
PRV54854,0,39660,440.0,0.0,1560,1560,66,56,45,18,42,64,103,99,25,42,18,876500,77964,265570,68660,9239.0,0.0,81.0,4.0,9.0,22.0
PRV54855,0,56930,490.0,0.0,2544,2520,80,116,79,12,41,103,136,150,75,59,23,1354100,116412,509870,135130,15498.0,0.0,123.0,12.0,13.0,18.0
PRV54856,0,40,0.0,0.0,12,12,0,1,1,0,1,0,1,1,0,1,0,2000,1068,4940,920,66.0,0.0,1.0,0.0,0.0,0.0
PRV54859,0,12250,280.0,0.0,300,300,11,23,10,10,19,2,14,14,9,18,1,20000,11748,104340,20670,1739.0,0.0,20.0,0.0,0.0,1.0
PRV54860,0,14080,280.0,0.0,238,228,5,13,2,2,11,5,12,17,8,3,0,6000,2136,59320,13830,1478.0,0.0,8.0,0.0,0.0,0.0
PRV54861,0,6450,180.0,0.0,516,516,17,18,11,9,7,17,23,21,14,13,5,124570,14952,80670,23640,2909.0,0.0,28.0,1.0,10.0,0.0
PRV54862,0,3530,0.0,0.0,84,84,0,7,0,0,7,0,7,0,7,0,0,0,0,27510,8050,602.0,0.0,7.0,0.0,0.0,0.0
PRV54863,0,1140,0.0,0.0,72,72,4,2,1,1,0,2,3,3,0,2,0,7000,3204,10640,2770,419.0,0.0,5.0,0.0,1.0,0.0
PRV54864,0,860,0.0,0.0,60,60,2,4,1,2,1,2,3,5,2,0,0,15560,2136,8620,1560,349.0,0.0,3.0,0.0,1.0,0.0
PRV54865,0,610,50.0,0.0,72,72,0,1,0,1,0,4,5,5,1,1,1,65000,2136,4520,1190,456.0,0.0,3.0,0.0,0.0,0.0
PRV54866,0,40,90.0,0.0,24,24,1,1,1,0,1,1,1,1,0,1,1,7000,1068,1830,510,106.0,0.0,0.0,0.0,1.0,0.0
PRV54867,0,3550,20.0,0.0,36,36,3,2,1,1,2,2,2,2,2,0,1,32000,4272,4810,540,231.0,0.0,1.0,0.0,0.0,0.0
PRV54868,0,25220,260.0,0.0,1248,1260,46,47,25,11,18,41,77,77,32,32,10,338420,47312,214170,64730,7663.0,0.0,70.0,9.0,11.0,11.0
PRV54869,0,950,0.0,0.0,96,96,2,5,1,2,1,2,4,2,3,1,2,6320,3204,4440,1910,561.0,0.0,5.0,0.0,1.0,2.0
PRV54870,0,1080,0.0,0.0,96,96,4,3,3,0,2,4,5,6,1,1,1,17000,3204,12910,3690,644.0,0.0,2.0,0.0,0.0,3.0
PRV54871,0,3260,0.0,0.0,120,120,4,8,4,2,3,2,7,7,4,4,1,67060,6408,20100,3990,746.0,0.0,6.0,0.0,1.0,0.0
PRV54873,0,420,0.0,0.0,96,96,1,5,2,2,2,2,5,5,0,1,0,10700,2136,9910,4080,517.0,0.0,4.0,0.0,3.0,2.0
PRV54875,1,172000,20292.0,203.0,228,240,7,12,10,2,7,8,14,19,3,11,6,279240,33108,14270,7050,1396.0,1.0,12.0,0.0,1.0,4.0
PRV54876,1,58000,2136.0,35.0,36,36,2,1,2,0,1,1,2,3,0,1,0,78980,3204,700,210,214.0,0.0,2.0,0.0,0.0,0.0
PRV54877,0,26290,180.0,0.0,840,840,38,49,27,10,23,30,57,54,15,24,6,389930,27632,154550,41720,5223.0,1.0,45.0,4.0,2.0,3.0
PRV54878,0,9240,1158.0,2.0,192,192,7,10,9,1,7,11,11,13,5,6,3,93610,10680,71250,18320,1184.0,0.0,9.0,3.0,1.0,1.0
PRV54879,1,643720,62364.0,368.0,2928,2907,105,168,123,51,100,106,190,200,90,89,28,2114530,189968,528320,141730,18082.0,0.0,139.0,31.0,17.0,10.0
PRV54881,0,294510,35244.0,221.0,468,468,20,32,24,7,20,17,32,34,11,11,8,596410,98420,69190,25010,2876.0,0.0,19.0,3.0,2.0,0.0
PRV54882,1,369680,34946.0,234.0,3036,2974,102,152,104,32,87,116,181,202,79,84,28,1710260,167736,622070,194700,18937.0,1.0,143.0,27.0,15.0,14.0
PRV54883,0,13000,1068.0,8.0,12,12,1,1,1,0,0,0,1,1,0,1,0,13000,1068,650,120,82.0,0.0,0.0,0.0,0.0,0.0
PRV54885,0,411400,38868.0,277.0,3742,3758,142,181,130,51,92,131,236,244,89,112,34,2025460,223420,641900,191040,23287.0,2.0,167.0,44.0,7.0,14.0
PRV54886,0,7940,0.0,0.0,108,108,6,5,3,1,4,4,8,7,1,3,1,82300,4272,23090,5810,707.0,0.0,8.0,2.0,1.0,0.0
PRV54887,0,48780,430.0,0.0,1704,1704,54,77,59,13,38,67,105,99,62,52,13,559680,61944,346400,104240,10808.0,0.0,84.0,10.0,5.0,14.0
PRV54888,0,120880,710.0,0.0,4930,4918,143,245,181,67,136,191,299,317,123,135,34,1965850,195900,1163460,346140,31153.0,4.0,244.0,58.0,20.0,9.0
PRV54889,0,100580,7506.0,37.0,672,672,29,37,26,13,26,25,47,45,23,13,5,345210,33108,215770,66390,4198.0,0.0,19.0,4.0,3.0,4.0
PRV54890,0,74320,4672.0,39.0,912,924,30,50,34,10,27,33,50,63,22,28,10,461830,46788,153660,51278,5748.0,1.0,40.0,17.0,1.0,4.0
PRV54891,0,83380,5460.0,30.0,600,600,22,27,25,3,18,29,37,37,19,23,4,339820,34176,118460,34280,3701.0,0.0,34.0,5.0,1.0,0.0
PRV54892,0,10670,0.0,0.0,588,587,21,29,21,5,12,16,31,31,23,13,2,155240,21360,101600,25370,3474.0,1.0,27.0,6.0,2.0,2.0
PRV54893,0,1830,0.0,0.0,96,96,3,4,4,2,3,5,5,7,3,3,0,46140,7476,30460,9390,537.0,0.0,6.0,1.0,0.0,2.0
PRV54894,1,1757060,142144.0,1056.0,2736,2748,114,154,121,53,89,108,167,186,68,63,37,3429230,437310,569330,181150,17183.0,1.0,125.0,26.0,17.0,7.0
PRV54895,1,1057610,14964.0,32.0,40918,41106,1335,2006,1437,539,1129,1513,2331,2622,1208,1000,297,14602790,1601110,8631220,2533980,254073.0,25.0,2086.0,468.0,189.0,101.0
PRV54896,1,616860,60498.0,380.0,1908,1908,58,90,67,29,50,65,118,130,57,54,19,1239700,127392,308910,92800,11891.0,3.0,94.0,9.0,6.0,10.0
PRV54898,0,72000,9612.0,58.0,108,108,4,6,4,0,3,4,8,7,3,2,0,117350,23884,5340,2760,651.0,0.0,5.0,1.0,1.0,0.0
PRV54900,0,3490,100.0,0.0,168,168,6,8,6,2,7,8,8,13,7,3,1,122370,28612,31170,7750,1019.0,0.0,9.0,4.0,0.0,1.0
PRV54901,0,103960,7576.0,38.0,288,300,10,17,12,1,7,10,16,17,8,6,3,202680,18156,93410,22470,1885.0,0.0,9.0,2.0,1.0,2.0
PRV54902,0,9840,1068.0,3.0,192,192,8,10,10,3,5,7,12,14,6,6,1,110910,13884,58430,18340,1123.0,0.0,12.0,2.0,1.0,0.0
PRV54903,0,57000,7476.0,22.0,84,84,5,6,5,1,5,5,3,6,3,3,3,69540,10680,20410,8510,498.0,0.0,7.0,0.0,0.0,0.0
PRV54904,0,7970,100.0,0.0,228,228,10,15,12,3,10,8,19,18,9,8,6,242300,42628,87950,24720,1413.0,0.0,15.0,2.0,0.0,0.0
PRV54905,0,79620,4652.0,18.0,1751,1775,50,95,54,24,41,52,98,109,73,57,11,474170,59672,279180,81700,11471.0,1.0,80.0,14.0,3.0,0.0
PRV54906,0,127150,8544.0,61.0,264,264,11,14,7,5,7,11,20,17,8,7,2,147630,13884,48800,13950,1646.0,1.0,11.0,4.0,2.0,0.0
PRV54907,0,59920,520.0,0.0,2039,2028,74,111,75,25,54,78,129,135,53,52,12,585810,80100,512550,130990,12881.0,2.0,100.0,26.0,7.0,4.0
PRV54908,0,34230,100.0,0.0,1380,1368,40,72,51,8,25,49,75,83,33,33,7,493610,53264,294230,78730,8619.0,2.0,68.0,4.0,9.0,6.0
PRV54909,0,89860,7476.0,61.0,324,324,9,16,10,5,9,10,16,20,7,12,4,166350,17088,41820,11860,2050.0,0.0,18.0,4.0,1.0,2.0
PRV54910,0,80880,3314.0,10.0,2580,2580,99,135,98,44,49,75,138,163,62,54,22,740910,110192,524260,140680,16031.0,3.0,130.0,23.0,7.0,7.0
PRV54911,0,25520,270.0,0.0,996,1009,28,49,30,12,27,37,56,60,20,19,5,359480,45584,189310,59330,6300.0,0.0,50.0,8.0,6.0,1.0
PRV54914,0,212930,16172.0,99.0,4800,4768,169,229,176,55,126,151,287,303,123,110,32,1520190,166432,816510,208230,30506.0,0.0,238.0,41.0,11.0,16.0
PRV54916,0,183750,17348.0,137.0,1284,1272,39,68,43,9,31,48,77,84,37,34,9,612980,59808,175840,64810,7893.0,1.0,58.0,9.0,5.0,1.0
PRV54917,0,112450,16030.0,103.0,444,444,17,22,18,8,11,20,27,30,13,10,1,216960,28836,84130,20670,2804.0,1.0,28.0,6.0,3.0,0.0
PRV54918,1,874860,76068.0,427.0,1968,1990,75,103,69,22,71,70,113,135,61,64,14,1614130,175960,362160,95970,12679.0,4.0,90.0,22.0,9.0,7.0
PRV54919,0,66770,4402.0,12.0,2112,2124,81,104,75,29,43,75,130,134,58,53,12,757640,71556,309170,110280,13593.0,2.0,107.0,16.0,10.0,5.0
PRV54923,0,30400,20.0,0.0,948,948,19,42,29,20,31,31,51,59,29,27,7,682470,41652,229190,64260,5572.0,0.0,45.0,5.0,8.0,2.0
PRV54924,0,279220,22948.0,138.0,2076,2062,78,101,81,22,51,77,125,123,58,54,13,847010,93984,369380,96750,13117.0,2.0,95.0,10.0,9.0,13.0
PRV54925,1,478870,40734.0,229.0,1464,1464,48,71,51,25,39,53,92,98,37,46,14,1116950,100392,233500,78680,8961.0,0.0,66.0,15.0,5.0,1.0
PRV54926,0,85620,8614.0,55.0,564,564,18,30,18,16,17,20,37,36,11,17,1,365380,36312,83070,19050,3273.0,0.0,29.0,6.0,0.0,2.0
PRV54927,0,22600,50.0,0.0,1200,1214,44,57,45,17,27,45,72,74,32,39,8,655850,51264,268800,68750,7735.0,2.0,56.0,13.0,7.0,4.0
PRV54929,1,197630,16020.0,120.0,300,310,13,19,17,5,11,17,21,21,7,4,4,387210,27768,75140,21790,1935.0,0.0,18.0,3.0,3.0,2.0
PRV54930,0,93570,6320.0,24.0,2520,2525,83,123,89,33,59,95,154,164,63,62,16,938860,104528,443340,143570,15804.0,4.0,121.0,19.0,15.0,8.0
PRV54931,1,248540,25632.0,228.0,624,624,26,34,29,9,24,28,43,43,22,22,6,521100,67740,109310,30930,3934.0,3.0,29.0,6.0,1.0,1.0
PRV54932,0,21160,170.0,6.0,708,708,25,37,31,12,21,30,46,50,25,22,8,327580,33108,125880,44680,4349.0,1.0,35.0,5.0,4.0,0.0
PRV54933,1,273200,28966.0,198.0,768,756,36,44,37,14,23,29,51,48,22,21,10,496890,58740,109560,38160,4653.0,1.0,36.0,12.0,2.0,3.0
PRV54934,0,178930,18306.0,107.0,852,852,28,42,30,12,18,24,56,56,19,27,12,573830,49928,138170,39650,5303.0,3.0,47.0,12.0,4.0,0.0
PRV54935,0,23250,3524.0,13.0,1056,1068,25,53,29,14,17,30,60,67,25,26,11,470000,43788,174580,49680,6617.0,0.0,53.0,9.0,9.0,2.0
PRV54936,1,1139730,130526.0,874.0,2652,2638,100,157,119,41,95,104,161,191,59,70,45,2415060,283272,598870,151040,16210.0,5.0,129.0,24.0,13.0,6.0
PRV54937,0,36260,3274.0,13.0,420,432,11,23,19,9,11,9,26,31,19,10,3,106020,20292,119920,27250,2532.0,0.0,24.0,4.0,3.0,2.0
PRV54938,0,25530,270.0,0.0,1032,1020,35,48,34,15,27,40,65,71,27,30,10,289700,27768,176580,51690,6418.0,2.0,51.0,10.0,2.0,3.0
PRV54939,1,407800,3520.0,0.0,16427,16486,546,792,567,220,438,585,963,1042,454,428,153,5886330,598830,3169200,872040,102916.0,9.0,753.0,107.0,71.0,41.0
PRV54941,0,4990,0.0,0.0,216,216,9,9,5,3,5,9,17,16,9,8,2,135380,13884,55200,15000,1319.0,0.0,13.0,2.0,2.0,0.0
PRV54942,1,365970,20832.0,123.0,1560,1553,51,78,63,22,44,51,89,95,49,45,20,1028890,87236,243600,64120,9954.0,0.0,81.0,25.0,6.0,2.0
PRV54943,0,23450,2136.0,9.0,276,276,7,12,3,3,5,8,18,13,9,12,1,67660,8544,27330,9540,1588.0,0.0,15.0,2.0,1.0,0.0
PRV54944,0,38620,310.0,0.0,1440,1440,42,68,54,21,34,48,79,86,42,35,10,851560,58740,377590,78287,9003.0,1.0,64.0,6.0,4.0,2.0
PRV54945,0,5950,100.0,0.0,444,444,9,15,14,10,8,11,23,25,18,12,2,137520,14952,52220,18380,2685.0,0.0,23.0,1.0,0.0,3.0
PRV54946,0,33740,120.0,0.0,1092,1080,37,53,35,15,22,35,51,74,25,31,9,244870,35564,156400,44310,6670.0,2.0,55.0,10.0,2.0,5.0
PRV54947,0,7630,50.0,0.0,311,312,9,13,8,8,7,7,12,17,8,6,1,60000,5340,63540,18860,1891.0,0.0,22.0,4.0,0.0,1.0
PRV54949,0,525140,43780.0,323.0,4932,4904,157,269,171,53,130,182,300,305,139,129,49,2693780,275012,899730,262960,30834.0,8.0,227.0,39.0,20.0,22.0
PRV54950,1,75400,5430.0,66.0,216,204,8,11,9,2,9,8,12,12,4,7,4,140100,11748,23660,7330,1404.0,0.0,14.0,2.0,3.0,2.0
PRV54952,1,181650,12058.0,84.0,1776,1782,80,92,78,22,55,76,118,119,50,40,22,945880,114780,361560,101530,11220.0,1.0,96.0,13.0,6.0,6.0
PRV54953,0,28200,240.0,0.0,1212,1224,50,68,38,20,36,52,80,79,44,28,13,900270,65012,252950,76090,7444.0,0.0,55.0,7.0,2.0,11.0
PRV54954,0,18080,80.0,0.0,852,850,27,43,28,17,19,19,47,54,22,16,8,363050,69244,127230,43300,5259.0,0.0,45.0,8.0,1.0,3.0
PRV54955,1,2134890,209488.0,1439.0,3744,3757,141,209,190,61,139,143,246,257,101,114,31,4439680,453828,727890,208656,23425.0,2.0,180.0,37.0,15.0,7.0
PRV54959,0,86510,7696.0,71.0,1128,1128,33,51,43,9,34,44,64,71,34,36,8,683640,66944,306710,62537,7024.0,1.0,53.0,6.0,3.0,3.0
PRV54960,0,51400,60.0,0.0,2268,2316,81,115,84,23,59,84,135,145,54,63,24,825490,85604,353950,104520,14782.0,3.0,107.0,18.0,4.0,12.0
PRV54963,0,29770,1168.0,4.0,768,797,24,31,26,9,19,24,43,47,14,18,8,291780,64040,137040,35090,4983.0,0.0,33.0,5.0,1.0,5.0
PRV54965,0,151480,9812.0,53.0,1284,1284,46,64,52,17,29,43,80,88,28,34,7,520830,49060,299870,91080,8148.0,2.0,61.0,12.0,2.0,4.0
PRV54966,1,502010,5980.0,0.0,21374,21501,752,1085,767,280,580,789,1283,1403,574,607,164,8643590,1020586,4427870,1299650,134697.0,15.0,1074.0,194.0,85.0,56.0
PRV54967,0,21920,90.0,0.0,612,606,15,25,21,10,16,20,37,39,17,23,3,159520,18156,120490,34040,3815.0,3.0,30.0,11.0,2.0,1.0
PRV54968,0,127820,10870.0,38.0,588,588,28,32,25,5,20,23,33,38,15,12,4,399950,33108,134390,38500,3402.0,0.0,36.0,7.0,1.0,4.0
PRV54970,0,106170,7288.0,18.0,2784,2781,73,133,83,31,85,91,155,170,89,66,35,788260,94916,574470,156300,17338.0,0.0,141.0,31.0,9.0,6.0
PRV54971,0,541030,54330.0,358.0,5136,5124,197,254,185,104,127,159,296,314,139,122,36,2425550,258320,800530,267110,31068.0,1.0,235.0,51.0,8.0,13.0
PRV54972,0,16950,180.0,0.0,743,744,31,35,24,8,23,25,39,45,26,17,6,206510,22428,145100,34860,4624.0,0.0,35.0,10.0,1.0,1.0
PRV54973,0,68880,9872.0,45.0,1536,1542,46,81,53,13,48,58,90,92,48,45,7,500210,62944,250560,83200,10020.0,0.0,70.0,9.0,2.0,1.0
PRV54975,0,36460,240.0,0.0,1584,1572,51,87,72,19,56,55,95,100,53,37,13,711650,66312,372920,92318,9952.0,0.0,64.0,13.0,2.0,2.0
PRV54976,0,19940,180.0,0.0,660,660,16,31,21,8,20,23,34,36,26,23,3,240970,20292,124610,31338,4162.0,0.0,38.0,9.0,2.0,1.0
PRV54977,0,89140,5340.0,26.0,636,636,23,41,22,12,24,31,43,44,17,19,7,392470,35108,174130,47690,4072.0,0.0,33.0,9.0,2.0,0.0
PRV54978,0,86760,500.0,0.0,3132,3180,133,165,90,41,108,89,183,198,93,70,17,1754190,176996,534440,169360,19970.0,1.0,159.0,45.0,7.0,9.0
PRV54981,0,816730,84372.0,603.0,1124,1127,53,64,56,17,40,44,75,87,39,34,17,1341500,145172,215710,61740,7128.0,1.0,52.0,7.0,4.0,3.0
PRV54982,0,11860,60.0,0.0,444,444,16,21,19,6,9,19,26,29,21,13,4,99290,12816,122090,28750,2864.0,1.0,21.0,3.0,3.0,2.0
PRV54983,0,42140,170.0,0.0,1488,1500,43,79,59,21,46,56,94,88,43,40,19,637950,75624,369560,102660,9217.0,0.0,68.0,15.0,2.0,3.0
PRV54985,0,63340,860.0,0.0,2664,2664,96,149,97,38,70,93,164,165,71,67,25,1181330,111056,644850,183450,16857.0,0.0,133.0,30.0,6.0,8.0
PRV54986,1,1693410,158536.0,1061.0,7356,7387,281,367,270,130,205,279,442,495,223,181,60,4868520,525028,1646750,458051,45367.0,5.0,345.0,78.0,27.0,34.0
PRV54988,0,14310,0.0,0.0,492,492,15,18,13,2,9,14,25,21,10,13,0,29080,5340,92120,29110,2928.0,1.0,25.0,4.0,1.0,2.0
PRV54990,0,46600,4272.0,24.0,240,240,9,13,8,5,8,9,16,17,8,8,2,128900,12816,36150,12220,1508.0,0.0,11.0,0.0,0.0,0.0
PRV54991,0,21180,660.0,0.0,1560,1560,43,74,49,22,50,64,95,93,46,38,16,456070,51128,201170,53460,9712.0,0.0,58.0,10.0,4.0,1.0
PRV54992,0,11710,0.0,0.0,216,204,3,13,8,4,7,8,12,15,3,9,3,119240,6408,97430,20810,1312.0,0.0,12.0,1.0,1.0,0.0
PRV54993,0,185920,8584.0,62.0,636,636,30,33,23,7,21,27,45,40,18,21,6,338770,30972,106890,31190,3935.0,2.0,31.0,7.0,4.0,0.0
PRV54995,0,6060,130.0,0.0,192,192,5,10,8,2,5,5,11,13,3,8,1,80030,6204,30060,6120,1238.0,0.0,9.0,0.0,1.0,2.0
PRV54997,0,39770,5390.0,27.0,408,408,18,23,5,7,10,12,20,21,7,4,1,144440,19224,42310,12300,2548.0,0.0,18.0,1.0,9.0,2.0
PRV54998,1,563540,62384.0,392.0,2472,2472,96,143,89,46,89,101,149,176,79,56,21,1539890,210154,438430,140770,15895.0,1.0,146.0,11.0,15.0,21.0
